County,Heat,Wet Bulb,Farm Crop Yields,Sea Level Rise,Very Large Fires,Economic Damages,Total Risk Score
"Sioux County, ND",4,2,3,1,3,4,17
"Adams County, ND",4,1,3,1,3,4,16
"Golden Valley County, ND",4,1,3,1,3,4,16
"Grant County, ND",4,1,3,1,3,4,16
"McIntosh County, ND",4,2,3,1,1,5,16
"Sargent County, ND",4,2,3,1,1,5,16
"Stark County, ND",4,1,3,1,3,4,16
"Dickey County, ND",4,1,3,1,1,5,15
"Emmons County, ND",4,2,3,1,1,4,15
"LaMoure County, ND",4,1,3,1,1,5,15
"Richland County, ND",4,1,3,1,1,5,15
"Burleigh County, ND",4,1,3,1,1,4,14
"Cass County, ND",4,1,3,1,1,4,14
"Kidder County, ND",4,1,3,1,1,4,14
"Logan County, ND",4,1,3,1,1,4,14
"McLean County, ND",4,1,3,1,1,4,14
"Mercer County, ND",4,1,3,1,1,4,14
"Morton County, ND",4,1,3,1,1,4,14
"Oliver County, ND",4,1,3,1,1,4,14
"Ransom County, ND",4,1,3,1,1,4,14
"Stutsman County, ND",4,1,3,1,1,4,14
"Wells County, ND",4,1,3,1,1,4,14
"Barnes County, ND",3,1,3,1,1,4,13
"Benson County, ND",3,1,3,1,1,4,13
"Burke County, ND",3,1,3,1,1,4,13
"Cavalier County, ND",3,1,3,1,1,4,13
"Divide County, ND",4,1,3,1,1,4,14
"Eddy County, ND",3,1,3,1,1,4,13
"Foster County, ND",3,1,3,1,1,4,13
"Grand Forks County, ND",3,1,3,1,1,4,13
"Griggs County, ND",3,1,3,1,1,4,13
"McHenry County, ND",4,1,3,1,1,4,14
"Nelson County, ND",3,1,3,1,1,4,13
"Pembina County, ND",3,1,3,1,1,4,13
"Pierce County, ND",4,1,3,1,1,4,14
"Ramsey County, ND",3,1,3,1,1,4,13
"Rolette County, ND",3,1,3,1,1,4,13
"Sheridan County, ND",4,1,3,1,1,4,14
"Steele County, ND",3,1,3,1,1,4,13
"Towner County, ND",3,1,3,1,1,4,13
"Traill County, ND",3,1,3,1,1,4,13
"Walsh County, ND",3,1,3,1,1,4,13
"Williams County, ND",4,1,3,1,1,4,14
"Bottineau County, ND",3,1,3,1,1,4,13
"Mountrail County, ND",3,1,3,1,1,4,13
"Renville County, ND",3,1,3,1,1,4,13
"Ward County, ND",3,1,3,1,1,4,13
"Cherry County, NE",6,2,4,1,6,5,24
"Furnas County, NE",7,2,6,1,2,5,23
"Franklin County, NE",6,2,7,1,1,5,22
"Gosper County, NE",4,2,7,1,2,5,21
"Hall County, NE",6,2,7,1,1,5,22
"Harlan County, NE",6,2,7,1,1,5,22
"Nemaha County, NE",6,4,6,1,1,5,23
"Nuckolls County, NE",6,2,7,1,1,5,22
"Pawnee County, NE",6,2,7,1,1,5,22
"Richardson County, NE",6,2,7,1,1,5,22
"Webster County, NE",6,2,7,1,1,5,22
"Adams County, NE",6,2,6,1,1,5,21
"Clay County, NE",6,2,6,1,1,5,21
"Dundy County, NE",7,2,5,1,1,5,21
"Gage County, NE",6,2,6,1,1,5,21
"Garden County, NE",6,2,4,1,3,5,21
"Hitchcock County, NE",6,2,5,1,2,5,21
"Howard County, NE",6,2,6,1,1,5,21
"Jefferson County, NE",6,2,6,1,1,5,21
"Johnson County, NE",6,2,6,1,1,5,21
"Kearney County, NE",6,2,6,1,1,5,21
"Lancaster County, NE",6,2,6,1,1,5,21
"Merrick County, NE",6,2,6,1,1,5,21
"Otoe County, NE",6,2,6,1,1,5,21
"Phelps County, NE",6,2,6,1,1,5,21
"Red Willow County, NE",6,2,5,1,2,5,21
"Saline County, NE",6,2,6,1,1,5,21
"Thayer County, NE",6,2,6,1,1,5,21
"York County, NE",6,2,6,1,1,5,21
"Blaine County, NE",6,2,4,1,2,5,20
"Colfax County, NE",6,2,5,1,1,5,20
"Custer County, NE",4,1,5,1,3,5,19
"Douglas County, NE",6,2,5,1,1,5,20
"Fillmore County, NE",4,2,6,1,1,5,19
"Frontier County, NE",6,2,4,1,2,5,20
"Hamilton County, NE",4,2,6,1,1,5,19
"Holt County, NE",6,2,5,1,1,5,20
"Platte County, NE",6,2,5,1,1,5,20
"Sarpy County, NE",4,2,6,1,1,5,19
"Seward County, NE",4,2,6,1,1,5,19
"Sherman County, NE",6,1,6,1,1,5,20
"Thomas County, NE",6,2,4,1,2,5,20
"Boyd County, NE",4,2,5,1,1,5,18
"Buffalo County, NE",4,1,6,1,1,5,18
"Butler County, NE",4,1,6,1,1,5,18
"Cass County, NE",4,2,5,1,1,5,18
"Cheyenne County, NE",6,1,4,1,2,5,19
"Dawson County, NE",4,2,5,1,1,5,18
"Dodge County, NE",4,2,5,1,1,5,18
"Hayes County, NE",6,1,4,1,2,5,19
"Keith County, NE",6,2,4,1,1,5,19
"Keya Paha County, NE",4,1,6,1,1,5,18
"Loup County, NE",4,1,5,1,2,5,18
"Nance County, NE",4,2,5,1,1,5,18
"Polk County, NE",4,1,6,1,1,5,18
"Saunders County, NE",4,2,5,1,1,5,18
"Sheridan County, NE",4,1,4,1,3,5,18
"Sioux County, NE",6,1,4,1,2,5,19
"Thurston County, NE",4,4,4,1,1,5,19
"Arthur County, NE",6,1,3,1,2,5,18
"Banner County, NE",4,1,4,1,2,5,17
"Boone County, NE",4,1,5,1,1,5,17
"Box Butte County, NE",4,1,4,1,2,5,17
"Brown County, NE",4,1,5,1,1,5,17
"Burt County, NE",4,2,4,1,1,5,17
"Cedar County, NE",4,1,5,1,1,5,17
"Chase County, NE",6,1,4,1,1,5,18
"Cuming County, NE",4,2,4,1,1,5,17
"Dakota County, NE",4,2,4,1,1,5,17
"Dawes County, NE",4,1,4,1,2,5,17
"Deuel County, NE",6,1,4,1,1,5,18
"Garfield County, NE",4,1,5,1,1,5,17
"Greeley County, NE",4,1,5,1,1,5,17
"Knox County, NE",4,1,5,1,1,5,17
"Lincoln County, NE",4,1,3,1,3,5,17
"Logan County, NE",6,1,3,1,2,5,18
"McPherson County, NE",6,1,3,1,2,5,18
"Morrill County, NE",4,1,4,1,2,5,17
"Perkins County, NE",6,1,4,1,1,5,18
"Pierce County, NE",4,2,4,1,1,5,17
"Rock County, NE",4,1,5,1,1,5,17
"Stanton County, NE",4,2,4,1,1,5,17
"Valley County, NE",4,1,5,1,1,5,17
"Washington County, NE",4,1,5,1,1,5,17
"Wheeler County, NE",4,1,5,1,1,5,17
"Antelope County, NE",4,1,4,1,1,5,16
"Dixon County, NE",4,1,4,1,1,5,16
"Kimball County, NE",4,1,3,1,2,5,16
"Madison County, NE",4,1,4,1,1,5,16
"Scotts Bluff County, NE",4,1,4,1,1,5,16
"Wayne County, NE",4,1,4,1,1,5,16
"Grant County, NE",6,1,1,1,2,5,16
"Hooker County, NE",6,1,1,1,2,5,16
"Rockingham County, NH",3,4,1,4,1,4,17
"Strafford County, NH",3,4,1,3,1,4,16
"Belknap County, NH",3,4,1,1,1,4,14
"Cheshire County, NH",3,4,1,1,1,4,14
"Hillsborough County, NH",3,4,1,1,1,4,14
"Merrimack County, NH",3,4,1,1,1,4,14
"Sullivan County, NH",3,4,1,1,1,4,14
"Carroll County, NH",3,4,1,1,1,3,13
"Grafton County, NH",3,2,1,1,1,4,12
"Coos County, NH",3,2,1,1,1,3,11
"Cape May County, NJ",3,5,3,4,2,7,24
"Ocean County, NJ",4,2,3,6,3,5,23
"Salem County, NJ",4,4,4,6,1,5,24
"Atlantic County, NJ",3,4,3,4,3,5,22
"Burlington County, NJ",4,2,3,4,3,5,21
"Gloucester County, NJ",4,4,3,4,2,5,22
"Camden County, NJ",4,2,3,4,2,5,20
"Cumberland County, NJ",3,2,3,4,3,5,20
"Middlesex County, NJ",4,4,3,4,1,5,21
"Mercer County, NJ",4,4,3,3,1,5,20
"Monmouth County, NJ",4,2,3,4,1,5,19
"Hudson County, NJ",4,5,1,4,1,5,20
"Somerset County, NJ",4,4,3,1,1,5,18
"Bergen County, NJ",3,5,1,4,1,5,19
"Essex County, NJ",4,5,1,3,1,5,19
"Hunterdon County, NJ",4,2,3,1,1,5,16
"Passaic County, NJ",4,5,1,3,1,5,19
"Warren County, NJ",4,2,3,1,2,4,16
"Sussex County, NJ",3,2,3,1,2,4,15
"Union County, NJ",4,4,1,3,1,5,18
"Morris County, NJ",4,1,3,1,1,4,14
"Luna County, NM",9,2,8,1,6,5,31
"Chaves County, NM",9,1,8,1,6,6,31
"Do̱a Ana County, NM",9,2,8,1,6,5,31
"Hidalgo County, NM",9,2,6,1,7,5,30
"Lea County, NM",7,1,8,1,6,5,28
"Sierra County, NM",9,2,5,1,6,5,28
"Grant County, NM",6,1,4,1,7,5,24
"Socorro County, NM",7,1,4,1,6,5,24
"Quay County, NM",9,2,5,1,3,5,25
"Roosevelt County, NM",7,1,7,1,3,5,24
"Curry County, NM",7,1,6,1,3,5,23
"Sandoval County, NM",4,1,3,1,7,5,21
"Eddy County, NM",9,2,1,1,6,5,24
"Union County, NM",4,1,4,1,6,5,21
"Rio Arriba County, NM",3,1,3,1,7,4,19
"San Juan County, NM",6,1,3,1,6,4,21
"Santa Fe County, NM",4,1,3,1,6,4,19
"Valencia County, NM",7,1,4,1,3,5,21
"San Miguel County, NM",3,1,3,1,6,4,18
"Torrance County, NM",4,1,3,1,6,4,19
"Catron County, NM",7,1,1,1,6,4,20
"Guadalupe County, NM",7,1,1,1,5,5,20
"Otero County, NM",3,1,1,1,7,5,18
"Lincoln County, NM",3,1,1,1,6,5,17
"Colfax County, NM",3,1,1,1,6,4,16
"Mora County, NM",3,1,3,1,5,3,16
"Bernalillo County, NM",6,1,1,1,3,5,17
"De Baca County, NM",6,1,1,1,3,5,17
"Taos County, NM",3,1,3,1,3,4,15
"Harding County, NM",4,1,1,1,3,4,14
"Cibola County, NM",3,1,1,1,3,4,13
"Los Alamos County, NM",3,1,1,1,3,4,13
"McKinley County, NM",3,1,1,1,3,4,13
"Churchill County, NV",7,2,1,1,10,5,26
"Pershing County, NV",7,1,1,1,10,5,25
"Lincoln County, NV",7,1,1,1,9,5,24
"Elko County, NV",6,1,1,1,10,4,23
"Humboldt County, NV",6,1,1,1,10,4,23
"Lander County, NV",4,1,1,1,10,5,22
"Nye County, NV",6,1,1,1,9,5,23
"Washoe County, NV",4,1,1,1,10,4,21
"Clark County, NV",10,6,1,1,1,5,24
"Eureka County, NV",4,1,1,1,9,4,20
"Lyon County, NV",7,1,1,1,6,5,21
"White Pine County, NV",4,1,1,1,9,4,20
"Mineral County, NV",3,1,1,1,8,5,19
"Douglas County, NV",6,1,1,1,6,4,19
"Esmeralda County, NV",9,2,1,1,1,5,19
"Storey County, NV",3,1,1,1,6,4,16
"Carson City, NV",6,1,1,1,4,4,17
"Columbia County, NY",3,5,3,3,1,4,19
"Dutchess County, NY",3,5,3,3,1,4,19
"Greene County, NY",3,4,3,4,1,4,19
"Orange County, NY",3,4,3,3,2,4,19
"Rensselaer County, NY",3,5,3,3,1,4,19
"Richmond County, NY",4,5,1,4,1,5,20
"Suffolk County, NY",3,2,3,4,1,5,18
"Ulster County, NY",3,4,3,4,1,4,19
"Westchester County, NY",3,4,3,3,1,5,19
"Bronx County, NY",4,5,1,3,1,5,19
"Queens County, NY",4,5,1,3,1,5,19
"Saratoga County, NY",3,5,3,1,1,4,17
"Wayne County, NY",3,5,3,1,1,4,17
"Albany County, NY",3,4,3,1,1,4,16
"Allegany County, NY",3,4,3,1,1,4,16
"Cayuga County, NY",3,4,3,1,1,4,16
"Chautauqua County, NY",3,4,3,1,1,4,16
"Chemung County, NY",3,4,3,1,1,4,16
"Erie County, NY",3,4,3,1,1,4,16
"Genesee County, NY",3,4,3,1,1,4,16
"Kings County, NY",3,5,1,3,1,5,18
"Lewis County, NY",3,4,3,1,1,4,16
"Livingston County, NY",3,4,3,1,1,4,16
"Monroe County, NY",3,4,3,1,1,4,16
"Onondaga County, NY",3,4,3,1,1,4,16
"Ontario County, NY",3,4,3,1,1,4,16
"Oswego County, NY",3,4,3,1,1,4,16
"St. Lawrence County, NY",3,4,3,1,1,4,16
"Schenectady County, NY",3,4,3,1,1,4,16
"Seneca County, NY",3,4,3,1,1,4,16
"Tioga County, NY",3,4,3,1,1,4,16
"Warren County, NY",3,4,3,1,1,4,16
"Washington County, NY",3,4,3,1,1,4,16
"Yates County, NY",3,4,3,1,1,4,16
"New York County, NY",3,4,1,4,1,5,18
"Broome County, NY",3,2,3,1,1,4,14
"Cattaraugus County, NY",3,2,3,1,1,4,14
"Chenango County, NY",3,2,3,1,1,4,14
"Clinton County, NY",3,2,3,1,1,4,14
"Cortland County, NY",3,2,3,1,1,4,14
"Delaware County, NY",3,2,3,1,1,4,14
"Essex County, NY",3,2,3,1,1,4,14
"Franklin County, NY",3,2,3,1,1,4,14
"Fulton County, NY",3,2,3,1,1,4,14
"Herkimer County, NY",3,2,3,1,1,4,14
"Jefferson County, NY",3,2,3,1,1,4,14
"Madison County, NY",3,2,3,1,1,4,14
"Montgomery County, NY",3,2,3,1,1,4,14
"Nassau County, NY",3,4,1,4,1,4,17
"Niagara County, NY",3,2,3,1,1,4,14
"Oneida County, NY",3,2,3,1,1,4,14
"Orleans County, NY",3,2,3,1,1,4,14
"Otsego County, NY",3,2,3,1,1,4,14
"Schoharie County, NY",3,2,3,1,1,4,14
"Schuyler County, NY",3,2,3,1,1,4,14
"Steuben County, NY",3,2,3,1,1,4,14
"Sullivan County, NY",3,2,3,1,1,4,14
"Tompkins County, NY",3,2,3,1,1,4,14
"Wyoming County, NY",3,2,3,1,1,4,14
"Putnam County, NY",3,4,1,3,1,4,16
"Rockland County, NY",3,4,1,3,1,4,16
"Hamilton County, NY",3,2,1,1,1,2,10
"Gallia County, OH",6,7,3,1,2,5,24
"Meigs County, OH",6,7,3,1,2,5,24
"Montgomery County, OH",6,6,3,1,1,5,22
"Noble County, OH",4,5,4,1,2,5,21
"Guernsey County, OH",4,5,3,1,2,5,20
"Scioto County, OH",4,5,3,1,2,5,20
"Warren County, OH",6,5,3,1,1,5,21
"Fairfield County, OH",4,5,3,1,1,5,19
"Hamilton County, OH",4,5,3,1,1,5,19
"Jackson County, OH",4,4,3,1,2,5,19
"Pike County, OH",4,4,3,1,2,5,19
"Putnam County, OH",4,5,3,1,1,5,19
"Ross County, OH",4,4,3,1,2,5,19
"Van Wert County, OH",4,5,3,1,1,5,19
"Vinton County, OH",4,4,3,1,2,5,19
"Washington County, OH",4,4,3,1,2,5,19
"Brown County, OH",4,4,3,1,1,5,18
"Butler County, OH",4,4,3,1,1,5,18
"Champaign County, OH",4,4,3,1,1,5,18
"Coshocton County, OH",3,4,3,1,2,5,18
"Defiance County, OH",4,5,3,1,1,4,18
"Delaware County, OH",4,4,3,1,1,5,18
"Franklin County, OH",4,4,3,1,1,5,18
"Hardin County, OH",4,4,3,1,1,5,18
"Harrison County, OH",3,4,3,1,2,5,18
"Lawrence County, OH",3,4,3,1,2,5,18
"Lucas County, OH",4,5,3,1,1,4,18
"Madison County, OH",4,4,3,1,1,5,18
"Marion County, OH",4,4,3,1,1,5,18
"Morgan County, OH",3,4,3,1,2,5,18
"Muskingum County, OH",3,4,3,1,2,5,18
"Paulding County, OH",4,4,3,1,1,5,18
"Pickaway County, OH",4,4,3,1,1,5,18
"Sandusky County, OH",4,5,3,1,1,4,18
"Seneca County, OH",4,5,3,1,1,4,18
"Shelby County, OH",4,4,3,1,1,5,18
"Tuscarawas County, OH",3,4,3,1,2,5,18
"Union County, OH",4,4,3,1,1,5,18
"Wood County, OH",4,5,3,1,1,4,18
"Wyandot County, OH",4,4,3,1,1,5,18
"Adams County, OH",3,4,3,1,1,5,17
"Athens County, OH",3,2,3,1,2,5,16
"Auglaize County, OH",3,4,3,1,1,5,17
"Belmont County, OH",3,4,3,1,2,4,17
"Carroll County, OH",3,2,3,1,2,5,16
"Clark County, OH",4,2,3,1,1,5,16
"Clermont County, OH",4,2,3,1,1,5,16
"Clinton County, OH",3,4,3,1,1,5,17
"Darke County, OH",3,4,3,1,1,5,17
"Fayette County, OH",3,4,3,1,1,5,17
"Greene County, OH",3,4,3,1,1,5,17
"Hancock County, OH",4,4,3,1,1,4,17
"Henry County, OH",3,4,3,1,1,5,17
"Highland County, OH",3,4,3,1,1,5,17
"Hocking County, OH",3,4,3,1,1,5,17
"Huron County, OH",3,5,3,1,1,4,17
"Jefferson County, OH",3,4,3,1,2,4,17
"Licking County, OH",3,4,3,1,1,5,17
"Logan County, OH",3,4,3,1,1,5,17
"Mercer County, OH",3,4,3,1,1,5,17
"Monroe County, OH",3,2,3,1,2,5,16
"Morrow County, OH",3,4,3,1,1,5,17
"Ottawa County, OH",3,5,3,1,1,4,17
"Perry County, OH",3,4,3,1,1,5,17
"Preble County, OH",4,2,3,1,1,5,16
"Williams County, OH",4,4,3,1,1,4,17
"Allen County, OH",3,4,3,1,1,4,16
"Ashtabula County, OH",3,4,3,1,1,4,16
"Columbiana County, OH",3,4,3,1,1,4,16
"Crawford County, OH",3,2,3,1,1,5,15
"Cuyahoga County, OH",3,5,3,1,1,4,17
"Fulton County, OH",3,4,3,1,1,4,16
"Geauga County, OH",3,4,3,1,1,4,16
"Holmes County, OH",3,1,3,1,2,5,15
"Knox County, OH",3,2,3,1,1,5,15
"Lake County, OH",3,4,3,1,1,4,16
"Lorain County, OH",3,4,3,1,1,4,16
"Mahoning County, OH",3,4,3,1,1,4,16
"Medina County, OH",3,4,3,1,1,4,16
"Miami County, OH",3,2,3,1,1,5,15
"Stark County, OH",3,4,3,1,1,4,16
"Summit County, OH",3,4,3,1,1,4,16
"Trumbull County, OH",3,4,3,1,1,4,16
"Wayne County, OH",3,4,3,1,1,4,16
"Ashland County, OH",3,2,3,1,1,4,14
"Erie County, OH",3,2,3,1,1,4,14
"Portage County, OH",3,2,3,1,1,4,14
"Richland County, OH",3,2,3,1,1,4,14
"Grady County, OK",9,4,10,1,1,4,29
"Harmon County, OK",9,2,10,1,2,4,28
"Jefferson County, OK",9,4,10,1,1,4,29
"Kiowa County, OK",9,4,10,1,1,4,29
"Le Flore County, OK",7,4,9,1,3,4,28
"Okmulgee County, OK",7,4,9,1,3,4,28
"Pittsburg County, OK",7,4,9,1,3,4,28
"Pottawatomie County, OK",9,4,9,1,2,4,29
"Seminole County, OK",9,4,9,1,2,4,29
"Tillman County, OK",7,4,10,1,2,4,28
"Washita County, OK",9,4,10,1,1,4,29
"Woodward County, OK",7,4,9,1,3,4,28
"Alfalfa County, OK",9,4,9,1,1,4,28
"Atoka County, OK",7,4,9,1,2,4,27
"Choctaw County, OK",9,4,9,1,1,4,28
"Cleveland County, OK",7,4,9,1,2,4,27
"Comanche County, OK",7,4,10,1,1,4,27
"Ellis County, OK",7,2,9,1,3,4,26
"Garvin County, OK",7,4,10,1,1,4,27
"Hughes County, OK",7,4,9,1,2,4,27
"McIntosh County, OK",7,4,9,1,2,4,27
"Murray County, OK",7,4,10,1,1,4,27
"Okfuskee County, OK",7,4,9,1,2,4,27
"Osage County, OK",7,4,8,1,3,4,27
"Pawnee County, OK",7,4,9,1,2,4,27
"Tulsa County, OK",7,4,9,1,2,4,27
"Beaver County, OK",7,2,8,1,3,4,25
"Beckham County, OK",7,2,9,1,2,4,25
"Bryan County, OK",7,4,9,1,1,4,26
"Canadian County, OK",7,4,9,1,1,4,26
"Coal County, OK",7,2,9,1,2,4,25
"Dewey County, OK",7,2,9,1,2,4,25
"Garfield County, OK",7,4,9,1,1,4,26
"Harper County, OK",7,2,9,1,2,4,25
"Haskell County, OK",7,4,8,1,2,4,26
"Kingfisher County, OK",7,4,9,1,1,4,26
"Logan County, OK",7,4,9,1,1,4,26
"Love County, OK",7,2,10,1,1,4,25
"McClain County, OK",7,2,10,1,1,4,25
"Major County, OK",7,4,9,1,1,4,26
"Muskogee County, OK",7,4,9,1,1,4,26
"Noble County, OK",7,4,9,1,1,4,26
"Oklahoma County, OK",7,4,9,1,1,4,26
"Pontotoc County, OK",7,2,9,1,2,4,25
"Roger Mills County, OK",7,2,9,1,2,4,25
"Rogers County, OK",7,2,8,1,3,4,25
"Stephens County, OK",7,2,10,1,1,4,25
"Wagoner County, OK",7,4,8,1,2,4,26
"Blaine County, OK",7,2,9,1,1,4,24
"Caddo County, OK",7,2,9,1,1,4,24
"Carter County, OK",7,2,9,1,1,4,24
"Craig County, OK",6,4,8,1,2,4,25
"Creek County, OK",6,2,9,1,2,4,24
"Custer County, OK",7,2,9,1,1,4,24
"Grant County, OK",7,2,9,1,1,4,24
"Lincoln County, OK",7,2,9,1,1,4,24
"McCurtain County, OK",7,2,9,1,1,4,24
"Mayes County, OK",6,4,8,1,2,4,25
"Nowata County, OK",7,2,8,1,2,4,24
"Ottawa County, OK",6,4,8,1,2,4,25
"Payne County, OK",7,2,9,1,1,4,24
"Texas County, OK",7,2,8,1,3,4,25
"Washington County, OK",7,2,8,1,2,4,24
"Delaware County, OK",6,2,8,1,2,4,23
"Kay County, OK",7,2,8,1,1,4,23
"Sequoyah County, OK",6,2,8,1,2,4,23
"Cimarron County, OK",7,1,5,1,3,4,21
"Greer County, OK",9,4,1,1,2,4,21
"Jackson County, OK",9,4,1,1,2,4,21
"Johnston County, OK",9,4,1,1,2,4,21
"Cherokee County, OK",7,4,1,1,2,4,19
"Cotton County, OK",9,4,1,1,1,4,20
"Marshall County, OK",9,4,1,1,1,4,20
"Pushmataha County, OK",7,2,1,1,3,4,18
"Woods County, OK",9,4,1,1,1,4,20
"Latimer County, OK",7,2,1,1,2,4,17
"Adair County, OK",6,2,1,1,2,4,16
"Malheur County, OR",6,1,5,1,10,4,27
"Morrow County, OR",4,1,5,1,9,5,25
"Grant County, OR",6,1,4,1,9,4,25
"Umatilla County, OR",6,1,5,1,7,5,25
"Baker County, OR",4,1,4,1,9,4,23
"Jackson County, OR",4,1,4,1,8,5,23
"Josephine County, OR",7,1,3,1,7,5,24
"Gilliam County, OR",4,1,4,1,8,4,22
"Wallowa County, OR",4,1,3,1,9,4,22
"Union County, OR",4,1,4,1,7,4,21
"Harney County, OR",4,1,1,1,10,4,21
"Lake County, OR",6,1,1,1,9,4,22
"Douglas County, OR",4,2,1,3,7,4,21
"Lane County, OR",3,1,3,3,6,5,21
"Deschutes County, OR",3,1,3,1,6,4,18
"Klamath County, OR",4,1,1,1,8,4,19
"Wasco County, OR",6,1,1,1,7,4,20
"Clackamas County, OR",3,1,3,1,5,5,18
"Crook County, OR",4,1,1,1,7,4,18
"Sherman County, OR",4,1,1,1,6,5,18
"Wheeler County, OR",4,1,1,1,7,4,18
"Jefferson County, OR",4,1,1,1,6,4,17
"Multnomah County, OR",3,4,3,3,1,5,19
"Yamhill County, OR",4,2,3,1,1,4,15
"Hood River County, OR",4,1,1,1,4,4,15
"Linn County, OR",3,1,3,1,1,5,14
"Marion County, OR",3,1,3,1,1,5,14
"Washington County, OR",3,2,3,1,1,4,14
"Polk County, OR",3,1,3,1,1,4,13
"Clatsop County, OR",3,1,1,4,1,4,14
"Coos County, OR",3,2,1,3,1,4,14
"Lincoln County, OR",3,1,1,4,1,4,14
"Tillamook County, OR",3,1,1,4,1,4,14
"Benton County, OR",3,2,1,1,1,4,12
"Columbia County, OR",3,1,1,3,1,4,13
"Curry County, OR",1,1,1,3,1,4,11
"Montgomery County, PA",4,5,4,1,1,5,20
"Berks County, PA",4,4,3,1,2,5,19
"Bucks County, PA",3,5,3,3,1,5,20
"Cumberland County, PA",4,4,3,1,2,4,18
"Greene County, PA",3,4,3,1,2,5,18
"Juniata County, PA",4,2,3,1,2,5,17
"Perry County, PA",4,2,3,1,2,5,17
"Allegheny County, PA",3,4,3,1,2,4,17
"Armstrong County, PA",3,4,3,1,2,4,17
"Beaver County, PA",3,4,3,1,2,4,17
"Butler County, PA",3,4,3,1,2,4,17
"Centre County, PA",3,4,3,1,2,4,17
"Chester County, PA",3,4,3,1,1,5,17
"Clinton County, PA",3,4,3,1,2,4,17
"Delaware County, PA",4,5,1,3,1,5,19
"Fayette County, PA",3,4,3,1,2,4,17
"Franklin County, PA",4,2,3,1,2,4,16
"Jefferson County, PA",3,4,3,1,2,4,17
"Lackawanna County, PA",3,4,3,1,2,4,17
"Lancaster County, PA",4,1,4,1,1,5,16
"Lawrence County, PA",3,4,3,1,2,4,17
"Luzerne County, PA",3,4,3,1,2,4,17
"Mifflin County, PA",4,2,3,1,2,4,16
"Schuylkill County, PA",4,2,3,1,2,4,16
"Washington County, PA",3,4,3,1,2,4,17
"Westmoreland County, PA",3,4,3,1,2,4,17
"Adams County, PA",4,2,3,1,1,4,15
"Blair County, PA",3,2,3,1,2,4,15
"Bradford County, PA",3,4,3,1,1,4,16
"Cambria County, PA",3,2,3,1,2,4,15
"Cameron County, PA",3,4,3,1,1,4,16
"Carbon County, PA",3,4,3,1,1,4,16
"Clarion County, PA",3,2,3,1,2,4,15
"Clearfield County, PA",3,2,3,1,2,4,15
"Crawford County, PA",3,4,3,1,1,4,16
"Forest County, PA",3,4,3,1,1,4,16
"Huntingdon County, PA",3,2,3,1,2,4,15
"Indiana County, PA",3,2,3,1,2,4,15
"Lebanon County, PA",3,1,3,1,2,5,15
"Lehigh County, PA",3,4,3,1,1,4,16
"Lycoming County, PA",3,4,3,1,1,4,16
"Mercer County, PA",3,4,3,1,1,4,16
"Monroe County, PA",3,4,3,1,1,4,16
"Northampton County, PA",3,4,3,1,1,4,16
"Philadelphia County, PA",4,4,1,3,1,5,18
"Potter County, PA",3,4,3,1,1,4,16
"Somerset County, PA",3,2,3,1,2,4,15
"Venango County, PA",3,4,3,1,1,4,16
"Warren County, PA",3,4,3,1,1,4,16
"Wayne County, PA",3,2,3,1,2,4,15
"Wyoming County, PA",3,4,3,1,1,4,16
"Bedford County, PA",3,1,3,1,2,4,14
"Columbia County, PA",3,1,3,1,2,4,14
"Dauphin County, PA",3,1,3,1,2,4,14
"Elk County, PA",3,2,3,1,1,4,14
"Fulton County, PA",3,1,3,1,2,4,14
"McKean County, PA",3,2,3,1,1,4,14
"Montour County, PA",3,1,3,1,2,4,14
"Northumberland County, PA",3,1,3,1,2,4,14
"Pike County, PA",3,2,3,1,1,4,14
"Snyder County, PA",3,1,3,1,2,4,14
"Sullivan County, PA",3,2,3,1,1,4,14
"Susquehanna County, PA",3,2,3,1,1,4,14
"Tioga County, PA",3,2,3,1,1,4,14
"Union County, PA",3,1,3,1,2,4,14
"York County, PA",4,1,3,1,1,4,14
"Erie County, PA",3,1,3,1,1,4,13
"Bristol County, RI",3,4,1,4,1,5,18
"Kent County, RI",3,4,1,4,1,4,17
"Newport County, RI",3,4,1,4,1,4,17
"Washington County, RI",3,2,1,4,1,4,15
"Providence County, RI",3,1,1,3,1,4,13
"Beaufort County, SC",6,9,8,7,3,9,42
"Colleton County, SC",6,9,8,6,3,8,40
"Jasper County, SC",6,9,8,4,3,8,38
"Charleston County, SC",3,7,8,7,3,8,36
"Horry County, SC",4,6,8,4,3,8,33
"Georgetown County, SC",4,6,8,4,2,8,32
"Hampton County, SC",7,4,8,3,3,7,32
"Berkeley County, SC",6,4,8,4,3,6,31
"Dorchester County, SC",6,4,8,3,3,7,31
"Williamsburg County, SC",4,2,8,3,3,7,27
"Allendale County, SC",7,4,8,1,3,5,28
"Marion County, SC",6,4,8,1,3,6,28
"Clarendon County, SC",6,4,8,1,3,5,27
"Florence County, SC",6,4,8,1,3,5,27
"Bamberg County, SC",7,2,8,1,1,6,25
"Orangeburg County, SC",6,2,8,1,3,5,25
"Richland County, SC",9,2,8,1,1,5,26
"Barnwell County, SC",7,2,8,1,1,5,24
"Darlington County, SC",6,4,8,1,1,5,25
"Edgefield County, SC",7,2,8,1,1,5,24
"Lexington County, SC",7,2,8,1,1,5,24
"McCormick County, SC",7,2,8,1,1,5,24
"Saluda County, SC",7,2,8,1,1,5,24
